ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Souls' Day,All Souls' Day_lower,All Souls' Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Good Friday,Good Friday_lower,Good Friday_upper,Independence Day,Independence Day_lower,Independence Day_upper,Our Lady of Aparecida,Our Lady of Aparecida_lower,Our Lady of Aparecida_upper,Republic Proclamation Day,Republic Proclamation Day_lower,Republic Proclamation Day_upper,Tiradentes' Day,Tiradentes' Day_lower,Tiradentes' Day_upper,Universal Fraternization Day,Universal Fraternization Day_lower,Universal Fraternization Day_upper,Worker's Day,Worker's Day_lower,Worker's Day_upper,additive_terms,additive_terms_lower,additive_terms_upper,christmas_dummy,christmas_dummy_lower,christmas_dummy_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,july_15_dummy,july_15_dummy_lower,july_15_dummy_upper,log_transactions,log_transactions_lower,log_transactions_upper,log_transactions_lag_1,log_transactions_lag_1_lower,log_transactions_lag_1_upper,log_transactions_lag_14,log_transactions_lag_14_lower,log_transactions_lag_14_upper,log_transactions_lag_28,log_transactions_lag_28_lower,log_transactions_lag_28_upper,log_transactions_lag_7,log_transactions_lag_7_lower,log_transactions_lag_7_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-05,13.642931557433105,13.646843176935933,13.936297248070117,13.631296001854748,13.648978492929599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14875581523965484,0.14875581523965484,0.14875581523965484,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.08203336272059528,0.08203336272059528,0.08203336272059528,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.07808004457697927,0.07808004457697927,0.07808004457697927,0.003138785457952028,0.003138785457952028,0.003138785457952028,0.0016008946955584922,0.0016008946955584922,0.0016008946955584922,0.003461215390166991,0.003461215390166991,0.003461215390166991,-0.00372181277544411,-0.00372181277544411,-0.00372181277544411,0.15889406996471647,0.15889406996471647,0.15889406996471647,-0.09217161744565694,-0.09217161744565694,-0.09217161744565694,0.0,0.0,0.0,13.79168737267276
2017-08-06,13.643190787064821,13.68956594676421,13.99343140584923,13.630717094071372,13.650066594069388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20679974234713902,0.20679974234713902,0.20679974234713902,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.06601114050649241,0.06601114050649241,0.06601114050649241,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.05873957989351521,0.05873957989351521,0.05873957989351521,0.006205501002970796,0.006205501002970796,0.006205501002970796,0.0013405111895103312,0.0013405111895103312,0.0013405111895103312,0.0030227294087374294,0.0030227294087374294,0.0030227294087374294,-0.0027714163636239765,-0.0027714163636239765,-0.0027714163636239765,0.24056077805924322,0.24056077805924322,0.24056077805924322,-0.09977217621859662,-0.09977217621859662,-0.09977217621859662,0.0,0.0,0.0,13.84999052941196
2017-08-07,13.643450016696535,13.390634943031236,13.699025552577817,13.630657481238632,13.651583055162824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09610899244175469,-0.09610899244175469,-0.09610899244175469,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.02499682208781983,0.02499682208781983,0.02499682208781983,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.020448559630589565,0.020448559630589565,0.020448559630589565,0.004697307973923492,0.004697307973923492,0.004697307973923492,0.0005502898204690508,0.0005502898204690508,0.0005502898204690508,0.001401503632634017,0.001401503632634017,0.001401503632634017,-0.0015750743451789179,-0.0015750743451789179,-0.0015750743451789179,-0.014432770302406564,-0.014432770302406564,-0.014432770302406564,-0.10667304422716795,-0.10667304422716795,-0.10667304422716795,0.0,0.0,0.0,13.54734102425478
2017-08-08,13.643709246328251,13.291909300516604,13.596444440510087,13.629912157131558,13.652622254000734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19343873550172855,-0.19343873550172855,-0.19343873550172855,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.004169737499436267,0.004169737499436267,0.004169737499436267,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.0039353214343911145,0.0039353214343911145,0.0039353214343911145,0.001711327503401005,0.001711327503401005,0.001711327503401005,0.00025155650792905125,0.00025155650792905125,0.00025155650792905125,0.0010446141531451983,0.0010446141531451983,0.0010446141531451983,-0.002247317474812725,-0.002247317474812725,-0.002247317474812725,-0.08482624782995946,-0.08482624782995946,-0.08482624782995946,-0.11278222517120533,-0.11278222517120533,-0.11278222517120533,0.0,0.0,0.0,13.450270510826522
2017-08-09,13.643968475959966,13.349008977155048,13.63503901773577,13.629054987589114,13.65411114589109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1518775190506902,-0.1518775190506902,-0.1518775190506902,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.012151500357171077,0.012151500357171077,0.012151500357171077,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.013206527604807138,0.013206527604807138,0.013206527604807138,0.00042360504470548597,0.00042360504470548597,0.00042360504470548597,0.00026900589297328267,0.00026900589297328267,0.00026900589297328267,0.0012021528842616758,0.0012021528842616758,0.0012021528842616758,-0.002424026444959131,-0.002424026444959131,-0.002424026444959131,-0.0460088185897097,-0.0460088185897097,-0.0460088185897097,-0.11802020081815157,-0.11802020081815157,-0.11802020081815157,0.0,0.0,0.0,13.492090956909276
2017-08-10,13.64422770559168,13.196389814317575,13.486327197465489,13.627863806606413,13.655735511312104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3014312332676377,-0.3014312332676377,-0.3014312332676377,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.002268833795553137,0.002268833795553137,0.002268833795553137,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.0022769264514699967,0.0022769264514699967,0.0022769264514699967,0.0011465850116261856,0.0011465850116261856,0.0011465850116261856,-5.874406215345664e-05,-5.874406215345664e-05,-5.874406215345664e-05,0.00039088920988333055,0.00039088920988333055,0.00039088920988333055,-0.0009610581906555424,-0.0009610581906555424,-0.0009610581906555424,-0.1813784871644613,-0.1813784871644613,-0.1813784871644613,-0.12232157989872955,-0.12232157989872955,-0.12232157989872955,0.0,0.0,0.0,13.342796472324043
2017-08-11,13.644486935223396,13.324515076023483,13.630200450253508,13.627044658813263,13.656884270980472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16688658966221134,-0.16688658966221134,-0.16688658966221134,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.03155840028139855,0.03155840028139855,0.03155840028139855,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.031273863283937386,0.031273863283937386,0.031273863283937386,0.00029428138089573566,0.00029428138089573566,0.00029428138089573566,0.0009161937264910777,0.0009161937264910777,0.0009161937264910777,0.0016995193841956996,0.0016995193841956996,0.0016995193841956996,-0.002099692869503968,-0.002099692869503968,-0.002099692869503968,-0.07280852413738809,-0.07280852413738809,-0.07280852413738809,-0.12563646580622181,-0.12563646580622181,-0.12563646580622181,0.0,0.0,0.0,13.477600345561186
2017-08-12,13.64474616485511,13.554351874330345,13.846337628973027,13.626477285008855,13.65841627715044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06716975122099533,0.06716975122099533,0.06716975122099533,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.036207187636099473,0.036207187636099473,0.036207187636099473,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.03288955922832462,0.03288955922832462,0.03288955922832462,0.0025554978878519355,0.0025554978878519355,0.0025554978878519355,0.0018280351861012603,0.0018280351861012603,0.0018280351861012603,0.0033339402575040993,0.0033339402575040993,0.0033339402575040993,-0.0038740802990650572,-0.0038740802990650572,-0.0038740802990650572,0.15889406996490504,0.15889406996490504,0.15889406996490504,-0.1279315063800092,-0.1279315063800092,-0.1279315063800092,0.0,0.0,0.0,13.711915916076105
2017-08-13,13.645005394486827,13.613047703337582,13.92106202113015,13.625338100317567,13.659603030627899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13038284772226294,0.13038284772226294,0.13038284772226294,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.019012665914251124,0.019012665914251124,0.019012665914251124,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.015640165906082668,0.015640165906082668,0.015640165906082668,0.002681491828549144,0.002681491828549144,0.002681491828549144,0.0014008222011544056,0.0014008222011544056,0.0014008222011544056,0.0028173973915369454,0.0028173973915369454,0.0028173973915369454,-0.0030014467884546614,-0.0030014467884546614,-0.0030014467884546614,0.2405607780590935,0.2405607780590935,0.2405607780590935,-0.12919059625108165,-0.12919059625108165,-0.12919059625108165,0.0,0.0,0.0,13.77538824220909
2017-08-14,13.645264624118543,13.364706233001654,13.669522426421457,13.624267143971144,13.661504235823394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12886806716201546,-0.12886806716201546,-0.12886806716201546,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.014979913479432951,0.014979913479432951,0.014979913479432951,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.013188476654870645,0.013188476654870645,0.013188476654870645,0.00133636309510442,0.00133636309510442,0.00133636309510442,0.0008630541305253834,0.0008630541305253834,0.0008630541305253834,0.0013915565231149675,0.0013915565231149675,0.0013915565231149675,-0.0012737722995650892,-0.0012737722995650892,-0.0012737722995650892,-0.0144327703019241,-0.0144327703019241,-0.0144327703019241,-0.12941521033952433,-0.12941521033952433,-0.12941521033952433,0.0,0.0,0.0,13.516396556956527
2017-08-15,13.645523853750257,13.301650728370575,13.6022825071804,13.623269969268486,13.663756000074418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1930893835356077,-0.1930893835356077,-0.1930893835356077,-0.000702834966532575,-0.000702834966532575,-0.000702834966532575,0.02036122021780448,0.02036122021780448,0.02036122021780448,0.0,0.0,0.0,0.00017707034191519834,0.00017707034191519834,0.00017707034191519834,0.01817884060545105,0.01817884060545105,0.01817884060545105,0.001145177376530159,0.001145177376530159,0.001145177376530159,0.0011652343475896144,0.0011652343475896144,0.0011652343475896144,0.0009264345540466442,0.0009264345540466442,0.0009264345540466442,-0.0005287020411956111,-0.0005287020411956111,-0.0005287020411956111,-0.08482624783023301,-0.08482624783023301,-0.08482624783023301,-0.12862435592317917,-0.12862435592317917,-0.12862435592317917,0.0,0.0,0.0,13.45243447021465
